"file","count"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\teams\\last_five_matches\\last_five_matches_bloc.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\lineups\\lineups_bloc.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\news\\news_bloc.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\leagues_page\\dropdown\\dropdownMenu.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\leagues_page\\knockout\\final.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\leagues_page\\seasons\\seasons_table_view.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\services\\playlist_repository.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\payment\\pages\\countdown.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\matchdetail\\fixtureEvents\\events\\bloc\\fixtureevent_bloc.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\matches\\pages\\matches\\match_status.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\navigation\\pages\\quiz\\quiz_timer.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\components\\oppositeColor.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\LeaguesList.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\data\\providers\\playerPreferencesDataProvider.dart","5"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\matchdetail\\match\\match_bloc.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\highlightTv_bloc\\highlightTv_bloc.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\data\\providers\\teamDataProvider.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\teams\\team_profile_statistics\\team_profile_statistics_bloc.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\leagues\\pages\\top_teams_page.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\presentation\\player\\playerWidget_.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\data\\providers\\playerProfileDataProvider.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\team\\team_bloc.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\leagues\\pages\\list_maker.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\functions\\download_and_save_image.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\navigation\\pages\\quiz\\quiz_repository.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\shared\\widgets\\standing_table_teams_list.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\shared\\widgets\\progressbar.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\leagues_page\\top_yellow_card\\top_yellow_bloc.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\payment\\pages\\telebirr.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\leagues_page\\Standing\\rank_name_others_line.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\shared\\widgets\\match_detail\\tabbarItem.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\leagues_page\\seasons.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\leagues_page\\Standing\\firstRowForForm.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\onboarding\\pages\\language.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\leagues_page\\top_scorer\\top_scorers_bloc.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\leagues_page\\top_red\\top_red_bloc.dart","4"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\matches_page_highlights_page\\bloc\\highlights_page_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\leagues_page\\top_assist\\top_assist_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\highlightTv_bloc\\highlightTv_State.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\knockout\\Knockout_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\live_tv\\live_tv_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\shared\\widgets\\match_detail\\details\\shot_widget.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\data\\repositories\\podcasts_repository.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\shared\\widgets\\title.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\enadamt\\podcast\\podcast_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\enadamt\\podcast\\podcast_cache_manager.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\data\\providers\\productDataProvider.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\testing\\bloc\\audio_event.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\matchdetail\\matchStatistics\\match_statistics_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\shared\\widgets\\artist.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\favourite_player\\favouriteplayer_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\matches_page_highlights_page\\bloc\\highlights_page_event.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\auth\\services\\firebase_auth_helpers.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\news\\pages\\news\\transfer_news\\top_transfer\\transfer\\transfer_model.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\components\\routenames.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\payment_bloc\\payment_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\matches\\pages\\matches\\match_detail\\widgets\\timer.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\leagues_page\\knockout\\knockout_widget.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\functions\\localised_player_name.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\leagues_page\\Standing\\fullForm_titles.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\core\\network\\api_manager.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\video\\video_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\matches\\pages\\matches\\match_detail\\widgets\\polles.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\players\\player_profile\\player_profile_bloc.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\onboarding\\pages\\waiting_modal.dart","3"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\quiz_bloc\\quiz_bloc.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\video\\videoState.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\favourite_player\\PlayerSelection_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\enadamt\\podcast\\podcast_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\social_media\\social_media_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\auth\\auth_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\podcast\\podcast_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\matchdetail\\head_to_head\\head_to_head_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\players\\player_teammates\\teammates_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\teams\\last_five_matches\\last_five_matches_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\teams\\previous&next_matchs\\match_page_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\players\\player_profile\\player_profile_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\live_tv\\live_tv_State.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\my_fav\\my_fav_player\\myfavourite_players_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\my_fav\\my_fav_team\\myfavouriteteams_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\matches_page_highlights_page\\bloc\\highlights_page_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\matchdetail\\matchStatistics\\match_statistics_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\news\\news_event.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\matchdetail\\match\\match_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\components\\getAmharicDay.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\teams\\team_profile_standing\\team_profile_standing_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\teams\\team_profile_statistics\\team_profile_statistics_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\product\\product.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\player\\playerProfileRepository.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\services\\page_manager.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\shared\\constants\\date_logic.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\services\\sync_service.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\team\\teamRepository.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\product\\productRepository.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\social_media\\social_media_model.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\navigation\\pages\\quiz\\quiz_result.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\favourites\\pages\\favourites_page\\favourites_page\\player\\details\\player_position_translation.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\group_row.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\PlayerPreference\\playerPreferencesRepository.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\fixtures\\match_statistics.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\Favourite_team\\favouriteteam_state.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\shared\\styles\\social_media.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\news\\pages\\news\\main_news\\widgets\\trending_news_section.dart","2"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\player\\playerName.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\legacy\\notifications\\showNotification.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\players\\player_teammates\\teammates_event.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\player\\playerProfile.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\fixtureByLeague.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\functions\\translate_type.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\favourites_page\\teams\\teamstas\\teamProfileStat.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\Live_Tv_model.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\live_tv\\m3u_parser.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\HighlighTv_model.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\components\\timeFormatter.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\player\\playerStatisticsModel.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\favourites_page\\squadModel.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\quiz_bloc\\quiz_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\lineups\\lineups_event.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\navigation\\pages\\theme_provider.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\news\\pages\\news\\foryou\\foryouTransCard.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\onboarding\\pages\\videointro.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\util\\baseUrl.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\news\\pages\\news\\transfer_news\\top_transfer\\transfer\\transfer_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\video\\videoEvent.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\auth\\services\\social_auth_service.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\top_teams_shimmer\\Top_teams_shimmer.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\auth\\services\\getDeviceInfo.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\mirchaweche\\teams\\team_profile_standing\\team_profile_standing_event.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\standings\\bloc\\content_event.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\standing\\pages\\standing\\leagues_page\\styles\\styles.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\features\\enadamt\\pages\\enadamt\\audio_handler_new.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\components\\dominant_color_generator.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\core\\network\\baseUrl.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\product\\product_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\scroller\\scroller_bloc.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\services\\audio_handler.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\product\\product_bloc.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\player\\player.model.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\pages\\functions\\localisedPlayerName.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\team\\team_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\seasons_page\\seasons_page_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\pages\\testa_gebeya\\e-commerce.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\favourite_league\\favourite_league_bloc.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\favourite_player\\PlayerSelection_event.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\PlayerPreference\\PlayerPreference.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\PlayerPreference\\PlayerPreferenceFailure.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\shared\\constants\\teamName.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\services\\local_notification_service.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\player\\Players_for_selection_model.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\favourite_player\\favouriteplayer_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\matchdetail\\fixtureEvents\\events\\bloc\\fixtureevent_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\testing\\bloc\\audio_bloc.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\leagues_page\\top_red\\top_red_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\domain\\player\\playerModel.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\leagues_page\\top_assist\\top_assist_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\leagueNames.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\leagues_page\\top_scorer\\top_scorers_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\core\\storage\\delete_hive_box.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\lineups\\lineups_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\auth\\auth_event.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\leagues_page\\top_yellow_card\\top_yellow_state.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\standings\\standings.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\highlightTv_bloc\\highlightTv_Event.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\teamName.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\application\\volume_bloc\\volume_bloc.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\program_card\\PodcastModel.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\playerWithTeam.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\models\\leagues_page\\top_scorer.model.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\knockout\\Knock_out_event.dart","1"
"C:\\Users\\user\\Documents\\frontend\\lib\\state\\bloc\\knockout\\Knock_out_state.dart","1"
